,Bhattacharyya,Borderline,C1,C2,CM,Clust,D3,DBC,F1,F1v,F2,F3,F4,ICSV,IN,IR,LSCAvg,MRCA,N1,N2,N3,N4,NSG,NeighbourhoodSeparability,ONB,Purity,Raug,SI,SVM_SVR,Silhouette,T1,TwoNN_ID,Wasserstein,deg_overlap,kDN
F2,0.93642666598635627,0.84335435250837076,0.91780162120130482,0.92508307392015499,0.84870646619576506,0.92135642873370815,0.74106761594439763,0.41106821139285887,0.029934836956675093,-0.21619987798083501,1,0.91051950597823916,0.94830152279730628,0.1677120424662398,0.96105338103282856,-0.95965075471333061,0.9326874964956654,0.59990240231026848,0.91821994689568243,0.94344069775549355,0.92746309784690406,0.89307828946432721,-0.9599105052148067,-0.79765542314087123,0.089464071358190317,0.56478297833277213,-0.87364150206868141,-0.92746309784690428,0.91702309432084972,0.85589171345751003,0.77567440321517567,0.12154821562930865,-0.53890368351791351,0.94647716079611854,0.92132162684340613
F3,0.9863505369413349,0.92372180998955189,0.95791902940999452,0.94110112234365817,0.9275425198847923,0.95492945235922355,0.86678069247332612,0.37828910260636434,-0.2185174528807769,-0.40101145798083682,0.91051950597823916,1,0.99276039532835292,0.11604721182172922,0.98601325414372154,-0.98476306336638297,0.98750206216531233,0.47251988694645419,0.95799081967614663,0.90728415899897874,0.95393939287394436,0.9481962785203577,-0.98119233671016182,-0.91955524911496822,-0.045602004834314924,0.67849192848991402,-0.92812278118170155,-0.95393939287394436,0.90535211509370839,0.94702917524300134,0.73811370243402763,0.32243685196751004,-0.46514020018227153,0.94482849803123492,0.95636427681342684
F4,0.99215044777030692,0.91695620098433706,0.96641785969152261,0.9564122104893451,0.92123072467534617,0.96517832921783409,0.84781745064610248,0.39836738727648319,-0.15997044310629774,-0.36926134806658173,0.94830152279730628,0.99276039532835292,1,0.15450966465461466,0.99804416776280702,-0.99692682407413435,0.99361850007643937,0.50654676039151147,0.96644829731729642,0.93895455036443032,0.96593256097762137,0.95431847259495406,-0.99337293177951036,-0.90459480742952747,-0.031032376735647405,0.66174940432516904,-0.93663087265919542,-0.96593256097762137,0.93052241725708917,0.93675044341206948,0.75650560212340356,0.27564393986789171,-0.4774655899129342,0.96879156743893791,0.96696544822926278
ICSV,0.059959147788735769,0.26065113216967173,0.28676524594445224,0.33315988380510869,0.18926151109907258,0.33827864235809291,0.279108159448196,-0.0085005579228804584,-0.34183758138179821,-0.26448590580679887,0.1677120424662398,0.11604721182172922,0.15450966465461466,1,0.12735068707045444,0.015218325490845985,-0.072827054268754993,0.28985352593373398,0.32774376038747455,0.2086316579290779,0.18438808100951223,0.16910928025356137,-0.28660167507140955,-0.0023286517921171867,-0.032232291947024684,0.14263004507429747,-0.25984781056391293,-0.18438808100951265,0.39323417840505986,-0.091022498593511525,0.29838814133125635,-0.16833333667024228,0.36583319233939571,0.34871813801417195,0.34061880045329118
IN,0.98294968620030065,0.86274135190277268,0.89697117985397168,0.76549371553378198,0.90476673914437789,0.73123508944471338,0.82381574247702893,0.38083334936125801,0.098329258423806937,-0.23701242515191367,0.96105338103282856,0.98601325414372154,0.99804416776280702,0.12735068707045444,1,-0.92869565586091518,0.86435969673882251,0.49355996088218895,0.73163977687310255,0.92350627627183512,0.95861509036510562,0.94299494135132533,-0.78245141845109445,-0.74066834830152017,-0.14928563896180935,0.61667128099983715,-0.92322455340974241,-0.95861509036510562,0.68690961297129172,0.72842019193475649,0.64124986399894679,0.23239482009943502,-0.49756572940346649,0.76083956527073637,0.81525332418181695
IR,-0.933797607476613,-0.7156133505318133,-0.73800897985708613,-0.61879880276564014,-0.89751997938868699,-0.59455572723818939,-0.81700971960661417,-0.37008966105638652,-0.015707851584332744,0.39685126418096095,-0.95965075471333061,-0.98476306336638297,-0.99692682407413435,0.015218325490845985,-0.92869565586091518,1,-0.98160499872060836,-0.33480028640226234,-0.59477971696750831,-0.83062641949745442,-0.95455981035175452,-0.93976412212656035,0.646999963611399,0.86963008077906689,0.22328124544886893,-0.68200665526590665,0.9190460637382839,0.95455981035175452,-0.5620654529283684,-0.88557522139831557,-0.48579309054949216,-0.32234878977012371,0.58758487157299921,-0.62093542706986804,-0.65558245785682001
LSCAvg,0.89214834795366227,0.66590233095829698,0.6846078876027557,0.59524782356480088,0.91862607989365808,0.5812033523076916,0.83702881874148916,0.36330885149516812,-0.090294615244987192,-0.47822276667213287,0.9326874964956654,0.98750206216531233,0.99361850007643937,-0.072827054268754993,0.86435969673882251,-0.98160499872060836,1,0.26117659800162984,0.5829997751531617,0.77764765124947577,0.96641685112666986,0.9610250639245439,-0.61504375056342753,-0.90815416235808155,-0.21196903702368139,0.6911795527106539,-0.93563195881973593,-0.96641685112666986,0.55171329271896197,0.91115259021771089,0.44836501322673117,0.35549534758696522,-0.55220011919091927,0.5951938603897805,0.61756265269189314
MRCA,0.43268718072609236,0.52199275592501293,0.57483304791443435,0.56688240805574708,0.43600375556450233,0.54783968331946531,0.3857343989487606,-0.14193859060177608,0.10835841606613721,0.21721947078597834,0.59990240231026848,0.47251988694645419,0.50654676039151147,0.28985352593373398,0.49355996088218895,-0.33480028640226234,0.26117659800162984,1,0.54021428140559213,0.55787212146425402,0.50052980357506793,0.46867534612857664,-0.56662797656535013,-0.18288183802745425,0.44779203714118293,0.10289449481264359,-0.46046579755813555,-0.50052980357506838,0.5726268043717192,0.1949762926797822,0.46903426043331403,0.015125588058646855,0.13539461127454605,0.60412219706710513,0.58202267775396788
N1,0.72090318332659165,0.85984329629144463,0.91645916445588893,0.99075601757700382,0.9782425318691601,0.9995365632294646,0.90726067985730463,0.47787508814964835,-0.20593064702100125,-0.15453860348028656,0.91821994689568243,0.95799081967614663,0.96644829731729642,0.32774376038747455,0.73163977687310255,-0.59477971696750831,0.5829997751531617,0.54021428140559213,1,0.80475784320956356,0.99855768142981494,0.99590104097295873,-0.96444064367110216,-0.55367275124043791,0.16836443302039827,0.48323452541949791,-0.9817580188314301,-0.99855768142981494,0.98116614897362486,0.4818317378841897,0.83237977526248397,0.054279827807607449,-0.14796351498332702,0.98092891323620679,0.97646253447097364
N2,0.92166887065692049,0.8406968912531696,0.91306107499019062,0.86271519092110416,0.89352339867144726,0.8060138497154149,0.78257751215685079,0.42980594232266872,0.082416916581103283,-0.16352457119992064,0.94344069775549355,0.90728415899897874,0.93895455036443032,0.2086316579290779,0.92350627627183512,-0.83062641949745442,0.77764765124947577,0.55787212146425402,0.80475784320956356,1,0.96704616254667486,0.96272630190866582,-0.82651733689243811,-0.63167484434802001,-0.029358867893617323,0.64199714651086792,-0.92959254382590772,-0.96704616254667497,0.80154537460157171,0.56806587351703774,0.71371572052176935,0.047055266346414951,-0.36980024172976317,0.85016513385547943,0.87091783463146544
N3,0.96605247389896964,0.95779491361871505,0.9987972860854879,0.99650596431650362,0.97384855937988901,0.99888572479511639,0.90195997602169709,0.48691474123443673,-0.21586356871598694,-0.41449521407989809,0.92746309784690406,0.95393939287394436,0.96593256097762137,0.18438808100951223,0.95861509036510562,-0.95455981035175452,0.96641685112666986,0.50052980357506793,0.99855768142981494,0.96704616254667486,1,0.99318156036969718,-0.95927307536597894,-0.93662012869796996,0.00057280996432590436,0.75918589319136087,-0.98331207600817261,-0.99999999999999989,0.98282949673382591,0.83210728716014559,0.81388349929612924,0.26964905141689199,-0.39845975676110978,0.98266126812298937,0.99846706361593651
N4,0.95984360626510612,0.94935433606043551,0.99548757888508588,0.99478878548535776,0.97295394397927704,0.9949603136830889,0.90253259934124364,0.47841805946206667,-0.25077461699326237,-0.42878691540042396,0.89307828946432721,0.9481962785203577,0.95431847259495406,0.16910928025356137,0.94299494135132533,-0.93976412212656035,0.9610250639245439,0.46867534612857664,0.99590104097295873,0.96272630190866582,0.99318156036969718,1,-0.94764999073062262,-0.93668753518874492,-0.0014548774789576446,0.78271646658920591,-0.98000528996644853,-0.99318156036969707,0.98055338240010426,0.81750472467983859,0.79674492108449613,0.30087389926830022,-0.38214646667430574,0.97904386495550366,0.99522937260693278
NSG,-0.76570144145522645,-0.80764145494093031,-0.89058058965843867,-0.96374619913375614,-0.89917223461228202,-0.96368646599485897,-0.80543084126689535,-0.37147594545700197,0.097790668164169633,0.0845625653633056,-0.9599105052148067,-0.98119233671016182,-0.99337293177951036,-0.28660167507140955,-0.78245141845109445,0.646999963611399,-0.61504375056342753,-0.56662797656535013,-0.96444064367110216,-0.82651733689243811,-0.95927307536597894,-0.94764999073062262,1,0.49647747709793766,-0.14106484562174154,-0.4122391081692528,0.91582355378581948,0.95927307536597906,-0.93744779321152549,-0.55934436325035208,-0.80777081058488309,0.020788835303445618,0.23790873756071607,-0.97484467563704946,-0.94627774411801968
NeighbourhoodSeparability,-0.76598474623611668,-0.69283263324340871,-0.63987271170037308,-0.53689688576059136,-0.97669474505023102,-0.55398090606975003,-0.98984956562889215,-0.46381081050520467,0.27553142105261036,0.57848804193699832,-0.79765542314087123,-0.91955524911496822,-0.90459480742952747,-0.0023286517921171867,-0.74066834830152017,0.86963008077906689,-0.90815416235808155,-0.18288183802745425,-0.55367275124043791,-0.63167484434802001,-0.93662012869796996,-0.93668753518874492,0.49647747709793766,1,0.19888325802399581,-0.78358850815904257,0.96870770365259729,0.93662012869796973,-0.51837094622008917,-0.80820246503395499,-0.4279188457731255,-0.58774709742305009,0.42028451310371001,-0.50579538935211033,-0.57644714487416837
ONB,-0.15424011441227864,0.001116352240983587,0.023415442677397057,0.15215675672652537,-0.010725628071331095,0.16527707771714786,-0.053996105338530859,-0.090218561142573678,0.15787016207938961,0.52255580260942669,0.089464071358190317,-0.045602004834314924,-0.031032376735647405,-0.032232291947024684,-0.14928563896180935,0.22328124544886893,-0.21196903702368139,0.44779203714118293,0.16836443302039827,-0.029358867893617323,0.00057280996432590436,-0.0014548774789576446,-0.14106484562174154,0.19888325802399581,1,-0.325101726128604,0.042125054113180405,-0.00057280996432598763,0.19084159464110284,-0.23581924878236998,0.14201772190539705,0.042185119693851615,-0.029237661996007702,0.16368177579104973,0.10766417646506543
Purity,0.64901400001005771,0.58722430650849589,0.57315453313104658,0.51955700903196622,0.82480379260250536,0.49038740076506276,0.86813339881761842,0.43164395431489511,-0.23207120355141275,-0.50587069998002154,0.56478297833277213,0.67849192848991402,0.66174940432516904,0.14263004507429747,0.61667128099983715,-0.68200665526590665,0.6911795527106539,0.10289449481264359,0.48323452541949791,0.64199714651086792,0.75918589319136087,0.78271646658920591,-0.4122391081692528,-0.78358850815904257,-0.325101726128604,1,-0.8125004642241056,-0.75918589319136054,0.49152063091789494,0.50634932693132562,0.4133488183195575,0.41436284840818927,-0.23658721073896208,0.44213355630572992,0.5185502627416595
Raug,-0.9305592408680734,-0.9660844050198425,-0.98361193390006418,-0.97304875751612507,-0.97651885903315971,-0.98358993363481761,-0.94551913699028134,-0.52842065542391203,0.27540058919880062,0.45725939662818038,-0.87364150206868141,-0.92812278118170155,-0.93663087265919542,-0.25984781056391293,-0.92322455340974241,0.9190460637382839,-0.93563195881973593,-0.46046579755813555,-0.9817580188314301,-0.92959254382590772,-0.98331207600817261,-0.98000528996644853,0.91582355378581948,0.96870770365259729,0.042125054113180405,-0.8125004642241056,1,0.98331207600817272,-0.97049529404541224,-0.78848343891649664,-0.793035102870427,-0.36540131009031279,0.31631646740333019,-0.95380296278210497,-0.98261417226306835
SI,-0.96605247389896953,-0.95779491361871472,-0.99879728608548779,-0.99650596431650362,-0.97384855937988868,-0.99888572479511639,-0.90195997602169675,-0.48691474123443662,0.21586356871598639,0.41449521407989764,-0.92746309784690428,-0.95393939287394436,-0.96593256097762137,-0.18438808100951265,-0.95861509036510562,0.95455981035175452,-0.96641685112666986,-0.50052980357506838,-0.99855768142981494,-0.96704616254667497,-0.99999999999999989,-0.99318156036969707,0.95927307536597906,0.93662012869796973,-0.00057280996432598763,-0.75918589319136054,0.98331207600817272,1,-0.98282949673382591,-0.83210728716014559,-0.81388349929612902,-0.26964905141689161,0.39845975676110984,-0.98266126812298937,-0.9984670636159364
SVM_SVR,0.67115135608771737,0.80064372846293241,0.8823516445902605,0.98066518248655543,0.94189327973210213,0.98367400114061654,0.86705854718372821,0.49331781065568814,-0.185030714059291,-0.12932391026972423,0.91702309432084972,0.90535211509370839,0.93052241725708917,0.39323417840505986,0.68690961297129172,-0.5620654529283684,0.55171329271896197,0.5726268043717192,0.98116614897362486,0.80154537460157171,0.98282949673382591,0.98055338240010426,-0.93744779321152549,-0.51837094622008917,0.19084159464110284,0.49152063091789494,-0.97049529404541224,-0.98282949673382591,1,0.4420833459087497,0.80829235206485206,0.0051421949925291701,-0.091643409793028846,0.97951760579149239,0.95180900215138331
Silhouette,0.73054245970872522,0.50992606559081188,0.52578960731180813,0.46083203511385085,0.77520894640928228,0.47893251512735613,0.70964456014811073,0.22864817575035085,-0.18569585423320928,-0.50016415047922769,0.85589171345751003,0.94702917524300134,0.93675044341206948,-0.091022498593511525,0.72842019193475649,-0.88557522139831557,0.91115259021771089,0.1949762926797822,0.4818317378841897,0.56806587351703774,0.83210728716014559,0.81750472467983859,-0.55934436325035208,-0.80820246503395499,-0.23581924878236998,0.50634932693132562,-0.78848343891649664,-0.83210728716014559,0.4420833459087497,1,0.29784916585103277,0.29586282702743871,-0.51572235646205433,0.49807719358264357,0.49097273555300652
T1,0.64814764020226634,0.7512506258798447,0.80735798685630988,0.83422899754351598,0.80136100359884288,0.83816679297182495,0.74461743578044359,0.3346579255893305,-0.12586085775711228,-0.096354946213585396,0.77567440321517567,0.73811370243402763,0.75650560212340356,0.29838814133125635,0.64124986399894679,-0.48579309054949216,0.44836501322673117,0.46903426043331403,0.83237977526248397,0.71371572052176935,0.81388349929612924,0.79674492108449613,-0.80777081058488309,-0.4279188457731255,0.14201772190539705,0.4133488183195575,-0.793035102870427,-0.81388349929612902,0.80829235206485206,0.29784916585103277,1,-0.016920356977120465,-0.17665641793878117,0.80860889085659005,0.82659147877468298
TwoNN_ID,0.24176911288841482,0.25675872531007365,0.14484210888075097,0.012358367349832667,0.38520143530943041,0.05804321083930488,0.52943614511590531,0.14127565729444658,-0.094761431245235755,-0.17445404336927403,0.12154821562930865,0.32243685196751004,0.27564393986789171,-0.16833333667024228,0.23239482009943502,-0.32234878977012371,0.35549534758696522,0.015125588058646855,0.054279827807607449,0.047055266346414951,0.26964905141689199,0.30087389926830022,0.020788835303445618,-0.58774709742305009,0.042185119693851615,0.41436284840818927,-0.36540131009031279,-0.26964905141689161,0.0051421949925291701,0.29586282702743871,-0.016920356977120465,1,-0.23816878655647583,-0.014515760250850284,0.075749085293428789
Wasserstein,-0.4934476813810022,-0.26021250419617725,-0.27196694893143747,-0.16515032443219849,-0.3502635031968182,-0.14315186267817798,-0.24550450514842015,-0.36328752657714741,-0.46038228081271326,-0.086455959173356023,-0.53890368351791351,-0.46514020018227153,-0.4774655899129342,0.36583319233939571,-0.49756572940346649,0.58758487157299921,-0.55220011919091927,0.13539461127454605,-0.14796351498332702,-0.36980024172976317,-0.39845975676110978,-0.38214646667430574,0.23790873756071607,0.42028451310371001,-0.029237661996007702,-0.23658721073896208,0.31631646740333019,0.39845975676110984,-0.091643409793028846,-0.51572235646205433,-0.17665641793878117,-0.23816878655647583,1,-0.15902659973348504,-0.19699620726751038
deg_overlap,0.73769944529894982,0.83207698659176099,0.91821288942621015,0.98609905820999977,0.9206089393039607,0.98171224830847659,0.82542264352280525,0.43470460584070247,-0.11771885594985534,-0.098165501187010507,0.94647716079611854,0.94482849803123492,0.96879156743893791,0.34871813801417195,0.76083956527073637,-0.62093542706986804,0.5951938603897805,0.60412219706710513,0.98092891323620679,0.85016513385547943,0.98266126812298937,0.97904386495550366,-0.97484467563704946,-0.50579538935211033,0.16368177579104973,0.44213355630572992,-0.95380296278210497,-0.98266126812298937,0.97951760579149239,0.49807719358264357,0.80860889085659005,-0.014515760250850284,-0.15902659973348504,1,0.9738890152391676
kDN,0.78674746901415327,0.93089698034453183,0.9752120793242991,0.98157206728851398,0.97696782008518979,0.97623855543749016,0.90615406887649019,0.4744051098274466,-0.12500977533240662,-0.14917437665403604,0.92132162684340613,0.95636427681342684,0.96696544822926278,0.34061880045329118,0.81525332418181695,-0.65558245785682001,0.61756265269189314,0.58202267775396788,0.97646253447097364,0.87091783463146544,0.99846706361593651,0.99522937260693278,-0.94627774411801968,-0.57644714487416837,0.10766417646506543,0.5185502627416595,-0.98261417226306835,-0.9984670636159364,0.95180900215138331,0.49097273555300652,0.82659147877468298,0.075749085293428789,-0.19699620726751038,0.9738890152391676,1
