,Bhattacharyya,Borderline,C1,C2,CM,Clust,D3,DBC,F1,F1v,F2,F3,F4,ICSV,IN,IR,LSCAvg,MRCA,N1,N2,N3,N4,NSG,NeighbourhoodSeparability,ONB,Purity,Raug,SI,SVM_SVR,Silhouette,T1,TwoNN_ID,Wasserstein,deg_overlap,kDN
F4,0.97499999999999987,0.97499999999999987,0.94999999999999984,0.89999999999999991,0.99999999999999989,0.97499999999999987,0.99999999999999989,0.44999999999999996,-0.32499999999999996,-0.4499999999999999,0.87499999999999989,0.99999999999999989,1,0.12499999999999997,0.99999999999999989,-0.99999999999999989,0.99999999999999989,0.47499999999999992,0.94999999999999984,0.87499999999999989,0.94999999999999984,0.94999999999999984,-0.97499999999999987,-0.99999999999999989,-0.025000000000000022,0.97499999999999987,-0.99999999999999989,-0.94999999999999984,0.92499999999999993,0.74999999999999989,0.77499999999999991,0.42499999999999993,-0.32499999999999996,0.92499999999999993,0.94999999999999984
ICSV,0.099999999999999978,0.17416407864998734,0.19999999999999993,0.23999999999999994,0.12499999999999997,0.2599999999999999,0.12499999999999997,-0.074999999999999983,-0.19999999999999993,-0.13999999999999996,-0.099999999999999992,0.12499999999999997,0.12499999999999997,1,0.17999999999999997,0.079999999999999988,-0.079999999999999988,0.33999999999999997,0.19999999999999993,0.11999999999999995,0.024999999999999967,0.024999999999999967,-0.2599999999999999,0.079999999999999988,0.13999999999999996,-0.040000000000000036,-0.12499999999999997,-0.024999999999999967,0.27999999999999992,-0.020000000000000007,0.29999999999999993,-0.12000000000000002,0.33999999999999997,0.27999999999999992,0.19999999999999993
IN,0.95999999999999974,0.95888543819998306,0.8999999999999998,0.79999999999999993,0.99999999999999989,0.77999999999999992,0.99999999999999989,0.44999999999999996,-0.079999999999999988,-0.27999999999999992,0.87499999999999989,0.99999999999999989,0.99999999999999989,0.17999999999999997,1,-0.79999999999999993,0.79999999999999993,0.51999999999999991,0.7599999999999999,0.87999999999999989,0.94999999999999984,0.94999999999999984,-0.77999999999999992,-0.79999999999999993,-0.020000000000000018,0.83999999999999986,-0.99999999999999989,-0.94999999999999984,0.73999999999999999,0.51999999999999991,0.69999999999999996,0.35999999999999999,-0.25999999999999995,0.73999999999999999,0.8999999999999998
IR,-0.79999999999999993,-0.71291796067500623,-0.61999999999999988,-0.53999999999999992,-0.99999999999999989,-0.57999999999999985,-0.99999999999999989,-0.44999999999999996,0.23999999999999994,0.53999999999999981,-0.87499999999999989,-0.99999999999999989,-0.99999999999999989,0.079999999999999988,-0.79999999999999993,1,-0.99999999999999978,-0.23999999999999994,-0.55999999999999983,-0.71999999999999997,-0.94999999999999984,-0.94999999999999984,0.57999999999999985,0.99999999999999978,0.22000000000000003,-0.91999999999999993,0.99999999999999989,0.94999999999999984,-0.53999999999999992,-0.77999999999999992,-0.43999999999999995,-0.51999999999999991,0.45999999999999996,-0.53999999999999992,-0.61999999999999988
LSCAvg,0.79999999999999993,0.71291796067500623,0.61999999999999988,0.53999999999999992,0.99999999999999989,0.57999999999999985,0.99999999999999989,0.44999999999999996,-0.23999999999999994,-0.53999999999999981,0.87499999999999989,0.99999999999999989,0.99999999999999989,-0.079999999999999988,0.79999999999999993,-0.99999999999999978,1,0.23999999999999994,0.55999999999999983,0.71999999999999997,0.94999999999999984,0.94999999999999984,-0.57999999999999985,-0.99999999999999978,-0.22000000000000003,0.91999999999999993,-0.99999999999999989,-0.94999999999999984,0.53999999999999992,0.77999999999999992,0.43999999999999995,0.51999999999999991,-0.45999999999999996,0.53999999999999992,0.61999999999999988
MRCA,0.43999999999999995,0.51888543819998323,0.55999999999999994,0.57999999999999985,0.47499999999999992,0.53999999999999981,0.47499999999999992,-0.12499999999999997,0.060000000000000032,0.19999999999999998,0.39999999999999991,0.47499999999999992,0.47499999999999992,0.33999999999999997,0.51999999999999991,-0.23999999999999994,0.23999999999999994,1,0.49999999999999989,0.53999999999999992,0.44999999999999996,0.44999999999999996,-0.53999999999999981,-0.23999999999999994,0.49999999999999989,0.33999999999999991,-0.47499999999999992,-0.44999999999999996,0.57999999999999985,0.040000000000000015,0.49999999999999989,0.099999999999999964,0.29999999999999993,0.57999999999999985,0.55999999999999994
N1,0.7599999999999999,0.8470820393249936,0.93999999999999984,0.95999999999999974,0.94999999999999984,0.97999999999999987,0.94999999999999984,0.47499999999999998,-0.22000000000000003,-0.14000000000000001,0.94999999999999984,0.94999999999999984,0.94999999999999984,0.19999999999999993,0.7599999999999999,-0.55999999999999983,0.55999999999999983,0.49999999999999989,1,0.71999999999999997,0.99999999999999989,0.99999999999999989,-0.97999999999999987,-0.55999999999999983,0.22000000000000003,0.6399999999999999,-0.94999999999999984,-0.99999999999999989,0.95999999999999974,0.37999999999999995,0.77999999999999992,0.060000000000000012,-0.07999999999999996,0.95999999999999974,0.93999999999999984
N2,0.85999999999999999,0.87652475842498523,0.85999999999999999,0.81999999999999995,0.87499999999999989,0.69999999999999996,0.87499999999999989,0.47499999999999998,0.019999999999999997,-0.22000000000000003,0.87499999999999989,0.87499999999999989,0.87499999999999989,0.11999999999999995,0.87999999999999989,-0.71999999999999997,0.71999999999999997,0.53999999999999992,0.71999999999999997,1,0.92499999999999993,0.92499999999999993,-0.69999999999999996,-0.71999999999999997,0.059999999999999984,0.81999999999999995,-0.87499999999999989,-0.92499999999999993,0.73999999999999988,0.45999999999999996,0.57999999999999985,0.13999999999999999,-0.23999999999999994,0.73999999999999988,0.85999999999999999
N3,0.97499999999999987,0.97499999999999987,0.99999999999999989,0.97499999999999987,0.94999999999999984,0.97499999999999987,0.94999999999999984,0.47499999999999998,-0.24999999999999997,-0.39999999999999997,0.94999999999999984,0.94999999999999984,0.94999999999999984,0.024999999999999967,0.94999999999999984,-0.94999999999999984,0.94999999999999984,0.44999999999999996,0.99999999999999989,0.92499999999999993,1,0.99999999999999989,-0.97499999999999987,-0.94999999999999984,0.025000000000000022,0.97499999999999987,-0.94999999999999984,-0.99999999999999989,0.94999999999999984,0.69999999999999984,0.75,0.29999999999999999,-0.34999999999999992,0.94999999999999984,0.99999999999999989
N4,0.97499999999999987,0.97499999999999987,0.99999999999999989,0.97499999999999987,0.94999999999999984,0.97499999999999987,0.94999999999999984,0.47499999999999998,-0.24999999999999997,-0.39999999999999997,0.94999999999999984,0.94999999999999984,0.94999999999999984,0.024999999999999967,0.94999999999999984,-0.94999999999999984,0.94999999999999984,0.44999999999999996,0.99999999999999989,0.92499999999999993,0.99999999999999989,1,-0.97499999999999987,-0.94999999999999984,0.025000000000000022,0.97499999999999987,-0.94999999999999984,-0.99999999999999989,0.94999999999999984,0.69999999999999984,0.75,0.29999999999999999,-0.34999999999999992,0.94999999999999984,0.99999999999999989
NSG,-0.73999999999999988,-0.82708203932499358,-0.91999999999999993,-0.93999999999999984,-0.97499999999999987,-0.99999999999999978,-0.97499999999999987,-0.39999999999999997,0.23999999999999994,0.15999999999999998,-0.89999999999999991,-0.97499999999999987,-0.97499999999999987,-0.2599999999999999,-0.77999999999999992,0.57999999999999985,-0.57999999999999985,-0.53999999999999981,-0.97999999999999987,-0.69999999999999996,-0.97499999999999987,-0.97499999999999987,1,0.57999999999999985,-0.19999999999999998,-0.65999999999999992,0.97499999999999987,0.97499999999999987,-0.97999999999999987,-0.39999999999999997,-0.81999999999999995,-0.10000000000000001,0.039999999999999966,-0.97999999999999987,-0.91999999999999993
NeighbourhoodSeparability,-0.79999999999999993,-0.71291796067500623,-0.61999999999999988,-0.53999999999999992,-0.99999999999999989,-0.57999999999999985,-0.99999999999999989,-0.44999999999999996,0.23999999999999994,0.53999999999999981,-0.87499999999999989,-0.99999999999999989,-0.99999999999999989,0.079999999999999988,-0.79999999999999993,0.99999999999999978,-0.99999999999999978,-0.23999999999999994,-0.55999999999999983,-0.71999999999999997,-0.94999999999999984,-0.94999999999999984,0.57999999999999985,1,0.22000000000000003,-0.91999999999999993,0.99999999999999989,0.94999999999999984,-0.53999999999999992,-0.77999999999999992,-0.43999999999999995,-0.51999999999999991,0.45999999999999996,-0.53999999999999992,-0.61999999999999988
ONB,-0.019999999999999997,0.067082039324993681,0.16,0.23999999999999994,-0.025000000000000022,0.19999999999999998,-0.025000000000000022,-0.024999999999999967,0.25999999999999995,0.55999999999999983,0.10000000000000001,-0.025000000000000022,-0.025000000000000022,0.13999999999999996,-0.020000000000000018,0.22000000000000003,-0.22000000000000003,0.49999999999999989,0.22000000000000003,0.059999999999999984,0.025000000000000022,0.025000000000000022,-0.19999999999999998,0.22000000000000003,1,-0.13999999999999999,0.025000000000000022,-0.025000000000000022,0.23999999999999994,-0.39999999999999997,0.21999999999999997,-0.079999999999999988,0,0.23999999999999994,0.16
Purity,0.83999999999999986,0.737639320225002,0.71999999999999997,0.6399999999999999,0.97499999999999987,0.65999999999999992,0.97499999999999987,0.39999999999999997,-0.13999999999999996,-0.45999999999999996,0.89999999999999991,0.97499999999999987,0.97499999999999987,-0.040000000000000036,0.83999999999999986,-0.91999999999999993,0.91999999999999993,0.33999999999999991,0.6399999999999999,0.81999999999999995,0.97499999999999987,0.97499999999999987,-0.65999999999999992,-0.91999999999999993,-0.13999999999999999,1,-0.97499999999999987,-0.97499999999999987,0.6399999999999999,0.69999999999999996,0.51999999999999991,0.38,-0.37999999999999995,0.6399999999999999,0.71999999999999997
Raug,-0.97499999999999987,-0.97499999999999987,-0.94999999999999984,-0.89999999999999991,-0.99999999999999989,-0.97499999999999987,-0.99999999999999989,-0.44999999999999996,0.32499999999999996,0.4499999999999999,-0.87499999999999989,-0.99999999999999989,-0.99999999999999989,-0.12499999999999997,-0.99999999999999989,0.99999999999999989,-0.99999999999999989,-0.47499999999999992,-0.94999999999999984,-0.87499999999999989,-0.94999999999999984,-0.94999999999999984,0.97499999999999987,0.99999999999999989,0.025000000000000022,-0.97499999999999987,1,0.94999999999999984,-0.92499999999999993,-0.74999999999999989,-0.77499999999999991,-0.42499999999999993,0.32499999999999996,-0.92499999999999993,-0.94999999999999984
SI,-0.97499999999999987,-0.97499999999999987,-0.99999999999999989,-0.97499999999999987,-0.94999999999999984,-0.97499999999999987,-0.94999999999999984,-0.47499999999999998,0.24999999999999997,0.39999999999999997,-0.94999999999999984,-0.94999999999999984,-0.94999999999999984,-0.024999999999999967,-0.94999999999999984,0.94999999999999984,-0.94999999999999984,-0.44999999999999996,-0.99999999999999989,-0.92499999999999993,-0.99999999999999989,-0.99999999999999989,0.97499999999999987,0.94999999999999984,-0.025000000000000022,-0.97499999999999987,0.94999999999999984,1,-0.94999999999999984,-0.69999999999999984,-0.75,-0.29999999999999999,0.34999999999999992,-0.94999999999999984,-0.99999999999999989
SVM_SVR,0.69999999999999996,0.78708203932499354,0.8999999999999998,0.95999999999999974,0.92499999999999993,0.97999999999999987,0.92499999999999993,0.375,-0.17999999999999997,-0.12,0.87499999999999989,0.92499999999999993,0.92499999999999993,0.27999999999999992,0.73999999999999999,-0.53999999999999992,0.53999999999999992,0.57999999999999985,0.95999999999999974,0.73999999999999988,0.94999999999999984,0.94999999999999984,-0.97999999999999987,-0.53999999999999992,0.23999999999999994,0.6399999999999999,-0.92499999999999993,-0.94999999999999984,1,0.35999999999999999,0.79999999999999982,0.020000000000000018,0,0.99999999999999978,0.8999999999999998
Silhouette,0.51999999999999991,0.4458359213500126,0.37999999999999995,0.31999999999999995,0.74999999999999989,0.39999999999999997,0.74999999999999989,0.17499999999999993,-0.47999999999999987,-0.71999999999999986,0.62499999999999989,0.74999999999999989,0.74999999999999989,-0.020000000000000007,0.51999999999999991,-0.77999999999999992,0.77999999999999992,0.040000000000000015,0.37999999999999995,0.45999999999999996,0.69999999999999984,0.69999999999999984,-0.39999999999999997,-0.77999999999999992,-0.39999999999999997,0.69999999999999996,-0.74999999999999989,-0.69999999999999984,0.35999999999999999,1,0.13999999999999996,0.27999999999999997,-0.23999999999999994,0.35999999999999999,0.37999999999999995
T1,0.6399999999999999,0.71416407864998732,0.77999999999999992,0.77999999999999992,0.77499999999999991,0.81999999999999995,0.77499999999999991,0.24999999999999997,-0.09999999999999995,-0.079999999999999988,0.74999999999999989,0.77499999999999991,0.77499999999999991,0.29999999999999993,0.69999999999999996,-0.43999999999999995,0.43999999999999995,0.49999999999999989,0.77999999999999992,0.57999999999999985,0.75,0.75,-0.81999999999999995,-0.43999999999999995,0.21999999999999997,0.51999999999999991,-0.77499999999999991,-0.75,0.79999999999999982,0.13999999999999996,1,-0.060000000000000012,-0.039999999999999994,0.79999999999999982,0.77999999999999992
TwoNN_ID,0.35999999999999999,0.25527864045000415,0.11999999999999997,0.019999999999999973,0.42499999999999993,0.10000000000000001,0.42499999999999993,0.29999999999999999,-0.080000000000000029,-0.18000000000000002,0.099999999999999978,0.42499999999999993,0.42499999999999993,-0.12000000000000002,0.35999999999999999,-0.51999999999999991,0.51999999999999991,0.099999999999999964,0.060000000000000012,0.13999999999999999,0.29999999999999999,0.29999999999999999,-0.10000000000000001,-0.51999999999999991,-0.079999999999999988,0.38,-0.42499999999999993,-0.29999999999999999,0.020000000000000018,0.27999999999999997,-0.060000000000000012,1,-0.31999999999999995,0.020000000000000018,0.11999999999999997
Wasserstein,-0.31999999999999995,-0.23291796067500625,-0.13999999999999996,-0.060000000000000012,-0.32499999999999996,-0.039999999999999966,-0.32499999999999996,-0.44999999999999996,-0.33999999999999991,-0.039999999999999994,-0.39999999999999991,-0.32499999999999996,-0.32499999999999996,0.33999999999999997,-0.25999999999999995,0.45999999999999996,-0.45999999999999996,0.29999999999999993,-0.07999999999999996,-0.23999999999999994,-0.34999999999999992,-0.34999999999999992,0.039999999999999966,0.45999999999999996,0,-0.37999999999999995,0.32499999999999996,0.34999999999999992,0,-0.23999999999999994,-0.039999999999999994,-0.31999999999999995,1,0,-0.13999999999999996
deg_overlap,0.69999999999999996,0.78708203932499354,0.8999999999999998,0.95999999999999974,0.92499999999999993,0.97999999999999987,0.92499999999999993,0.375,-0.17999999999999997,-0.12,0.87499999999999989,0.92499999999999993,0.92499999999999993,0.27999999999999992,0.73999999999999999,-0.53999999999999992,0.53999999999999992,0.57999999999999985,0.95999999999999974,0.73999999999999988,0.94999999999999984,0.94999999999999984,-0.97999999999999987,-0.53999999999999992,0.23999999999999994,0.6399999999999999,-0.92499999999999993,-0.94999999999999984,0.99999999999999978,0.35999999999999999,0.79999999999999982,0.020000000000000018,0,1,0.8999999999999998
kDN,0.87999999999999989,0.95888543819998306,0.99999999999999978,0.95999999999999974,0.94999999999999984,0.91999999999999993,0.94999999999999984,0.47499999999999998,-0.10000000000000001,-0.14000000000000001,0.94999999999999984,0.94999999999999984,0.94999999999999984,0.19999999999999993,0.8999999999999998,-0.61999999999999988,0.61999999999999988,0.55999999999999994,0.93999999999999984,0.85999999999999999,0.99999999999999989,0.99999999999999989,-0.91999999999999993,-0.61999999999999988,0.16,0.71999999999999997,-0.94999999999999984,-0.99999999999999989,0.8999999999999998,0.37999999999999995,0.77999999999999992,0.11999999999999997,-0.13999999999999996,0.8999999999999998,1
