param_value,best_accuracy,mean_accuracy,best_f1,mean_f1,LogisticRegression_accuracy,LogisticRegression_accuracy_std,LogisticRegression_f1,LogisticRegression_f1_std,KNN-5_accuracy,KNN-5_accuracy_std,KNN-5_f1,KNN-5_f1_std,KNN-3_accuracy,KNN-3_accuracy_std,KNN-3_f1,KNN-3_f1_std,DecisionTree_accuracy,DecisionTree_accuracy_std,DecisionTree_f1,DecisionTree_f1_std,SVM-RBF_accuracy,SVM-RBF_accuracy_std,SVM-RBF_f1,SVM-RBF_f1_std,SVM-LINEAR_accuracy,SVM-LINEAR_accuracy_std,SVM-LINEAR_f1,SVM-LINEAR_f1_std,RandomForest_accuracy,RandomForest_accuracy_std,RandomForest_f1,RandomForest_f1_std,GradientBoosting_accuracy,GradientBoosting_accuracy_std,GradientBoosting_f1,GradientBoosting_f1_std,NaiveBayes_accuracy,NaiveBayes_accuracy_std,NaiveBayes_f1,NaiveBayes_f1_std,MLP_accuracy,MLP_accuracy_std,MLP_f1,MLP_f1_std
1,1.0,0.9564,1.0,0.9565576292544113,0.892,0.020149441679609904,0.8920510608308717,0.020922741939989022,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.994,0.0020000000000000018,0.9940397024777103,0.001970346288360192,0.993,0.00244948974278318,0.9930247271033261,0.0024295290802638725,0.8869999999999999,0.019899748742132416,0.8875891624834408,0.020759668407620124,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8869999999999999,0.019390719429665332,0.8871024921237712,0.020583257824711928,0.9110000000000001,0.013928388277184131,0.9117691475249934,0.013988358885909567
2,1.0,0.9561333333333334,1.0,0.9341149075898881,0.8893333333333333,0.017178798302300166,0.8324560063833019,0.025106870513818418,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9906666666666666,0.009977753031397155,0.9857649000194136,0.015526866208353547,0.9893333333333334,0.009043106644166998,0.9837963306534736,0.013836465011824154,0.8893333333333333,0.013727506854649343,0.8317846070321318,0.019402853581764953,0.9973333333333333,0.003265986323710925,0.995959595959596,0.00494846412683468,1.0,0.0,1.0,0.0,0.8933333333333333,0.017888543819998333,0.8424977410362395,0.02637599631945107,0.9119999999999999,0.015999999999999983,0.8688898948147242,0.024677174999267484
4,1.0,0.9692799999999998,1.0,0.9203433604259421,0.9231999999999999,0.029328484447717358,0.7911799144573032,0.08116683168084705,0.9936,0.009329523031752489,0.9831524099001303,0.0247851907611799,0.9968,0.003919183588453088,0.9918367346938777,0.00999791731748237,0.9968,0.003919183588453088,0.9918367346938777,0.00999791731748237,0.9872,0.009600000000000008,0.9662821650399289,0.02661934338952974,0.9296,0.023946607275353204,0.8097838007048441,0.06790305042196586,0.9984,0.0032000000000000028,0.9959183673469388,0.008163265306122458,1.0,0.0,1.0,0.0,0.9103999999999999,0.02447529366524535,0.7880202298626272,0.05763991639585681,0.9568,0.0179599554565149,0.8854232475598934,0.05151882727141893
8,1.0,0.98375,1.0,0.9210347543510962,0.9714285714285713,0.013122266479195593,0.848977978543196,0.07734606205208071,0.9892857142857142,0.003571428571428603,0.9470355731225297,0.0189723320158103,0.9964285714285716,0.004374088826398517,0.9826086956521738,0.02129991080681023,1.0,0.0,1.0,0.0,0.9892857142857142,0.003571428571428603,0.9470355731225297,0.0189723320158103,0.9660714285714287,0.015361295119718963,0.827442123094297,0.0719515606683227,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9517857142857142,0.015567496226930974,0.790185676392573,0.05685351186107166,0.9732142857142858,0.011293848786315636,0.8670619235836627,0.05601007307421813
16,1.0,0.9883018867924529,1.0,0.8713026973026974,0.9792452830188679,0.011001796028009998,0.7569696969696971,0.15641061075000073,0.9849056603773585,0.016448675258644047,0.8025974025974026,0.2608288874936767,0.9943396226415093,0.00462167875996826,0.9454545454545455,0.04453617714151235,1.0,0.0,1.0,0.0,0.9924528301886791,0.003773584905660376,0.9272727272727274,0.036363636363636376,0.9754716981132076,0.015328374348369733,0.6807792207792208,0.2478804057689435,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9735849056603774,0.012515565246624148,0.770862470862471,0.09908158409447637,0.9830188679245284,0.007059730918441398,0.8290909090909091,0.07051170701696476
