,F1,F1v,F2,F3,F4,N3,N4,kDN,CM,R,D3,D. Over.,Borderline,N1,N2,ONB,LSC,Clust,IR
F1,1.0,3.316007514370183,5.225195622482498,6.545405714291833,6.203541847591435,6.324267928249012,6.529301544204981,6.3288704102270215,6.870766181628654,5.175348026000408,6.902408656067404,6.138294053786929,6.801882313671585,6.424729562641069,5.844181197598869,4.78174056476501,6.410531772082884,6.38650947249797,5.539014870791339
F1v,3.316007514370183,1.0,7.660123427290202,8.733674652889807,8.638469652399138,8.759195733056714,8.964229349012685,8.763798215034726,8.786779210844573,2.5557937884967594,8.818421685283324,8.573221858594632,8.717895342887505,8.859657367448774,8.279109002406573,1.9355983525889302,8.845459576890587,8.821437277305673,2.9194606332876916
F2,5.225195622482498,7.660123427290202,1.0,2.876409041048415,1.8619773739959142,1.8687547831357074,2.2250464299469725,2.0101246192351265,3.4587353024289635,7.811851221725963,3.947909933331117,1.5657909241903412,3.5209409255761948,2.1827120184293536,2.085737062168123,7.83360720245959,1.9077141700674611,2.04265875932073,7.61577044828204
F3,6.545405714291833,8.733674652889807,2.876409041048415,1.0,1.014431667052501,1.4221064575887608,1.405813493135716,1.279377238544739,0.7908980287717846,8.885402447325568,1.3705318999108544,2.4042459300110917,1.1218124292309082,1.1247992073351143,3.0024593421759795,8.907158428059194,0.9686948709809542,1.2622982281129904,8.689321673881647
F4,6.203541847591435,8.638469652399138,1.8619773739959142,1.014431667052501,1.0,0.7963626949873168,1.5225578072183383,0.7386988213520931,1.5967579284330493,8.790197446834899,2.2471313612935124,1.5276464686284341,1.8385870398462254,0.9195590001576583,2.125859880793322,8.811953427568525,0.5002550715372529,0.8771806823915245,8.594116673390978
N3,6.324267928249012,8.759195733056714,1.8687547831357074,1.4221064575887608,0.7963626949873168,1.0,0.7261951122310215,0.14272921904402147,1.5899805192932561,8.910923527492475,2.792638357499615,1.2124483949557425,2.3840940360523284,0.31395723529364633,1.8224696658699984,8.932679508226101,0.5503988285899762,0.17390397618502262,8.714842754048554
N4,6.529301544204981,8.964229349012685,2.2250464299469725,1.405813493135716,1.5225578072183383,0.7261951122310215,1.0,0.7838589858662453,1.363250770701457,9.115957143448444,2.670468133128531,1.518575238501818,2.5276259223666244,0.60299880706068,2.128596509416074,9.137713124182072,1.0223027356810857,0.645377124826814,8.919876370004523
kDN,6.3288704102270215,8.763798215034726,2.0101246192351265,1.279377238544739,0.7386988213520931,0.14272921904402147,0.7838589858662453,1.0,1.4486106831938366,8.915526009470486,2.6499091384555933,1.3538182310551619,2.2413648170083063,0.2156486812146206,1.963839501969418,8.937281990204113,0.5042055319519706,0.13848186103943128,8.719445236026564
CM,6.870766181628654,8.786779210844573,3.4587353024289635,0.7908980287717846,1.5967579284330493,1.5899805192932561,1.363250770701457,1.4486106831938366,1.0,8.71939340236859,1.3221378732583613,2.8024289142489986,1.1643751516651673,1.2760232839996097,3.4124501851632543,8.741149383102217,1.5510211323615024,1.4160765431082334,8.523312628924668
R,5.175348026000408,2.5557937884967594,7.811851221725963,8.885402447325568,8.790197446834899,8.910923527492475,9.115957143448444,8.915526009470486,8.71939340236859,1.0,8.305704566421696,8.724949653030393,8.34617546244963,9.011385161884533,8.430836796842334,0.6201954359078294,8.997187371326348,8.973165071741434,0.40030101401003054
D3,6.902408656067404,8.818421685283324,3.947909933331117,1.3705318999108544,2.2471313612935124,2.792638357499615,2.670468133128531,2.6499091384555933,1.3221378732583613,8.305704566421696,1.0,3.774777829921946,0.4356221587943565,2.4953311072459687,4.372991242086834,8.349728745551257,2.3297849539463984,2.6328301280238446,8.109623792977773
D. Over.,6.138294053786929,8.573221858594632,1.5657909241903412,2.4042459300110917,1.5276464686284341,1.2124483949557425,1.518575238501818,1.3538182310551619,2.8024289142489986,8.724949653030393,3.774777829921946,1.0,3.3662335084746595,1.526405630249389,0.717944061914736,8.74670563376402,1.4449928759755482,1.3863523711407653,8.528868879586472
Borderline,6.801882313671585,8.717895342887505,3.5209409255761948,1.1218124292309082,1.8385870398462254,2.3840940360523284,2.5276259223666244,2.2413648170083063,1.1643751516651673,8.34617546244963,0.4356221587943565,3.3662335084746595,1.0,2.086786785798682,3.9644469206395474,8.36793144318326,1.9212406324991111,2.2242858065765576,8.150094689005709
N1,6.424729562641069,8.859657367448774,2.1827120184293536,1.1247992073351143,0.9195590001576583,0.31395723529364633,0.60299880706068,0.2156486812146206,1.2760232839996097,9.011385161884533,2.4953311072459687,1.526405630249389,2.086786785798682,1.0,2.136426901163645,9.033141142618161,0.5603239940427871,0.1400532591086237,8.81530438844061
N2,5.844181197598869,8.279109002406573,2.085737062168123,3.0024593421759795,2.125859880793322,1.8224696658699984,2.128596509416074,1.963839501969418,3.4124501851632543,8.430836796842334,4.372991242086834,0.717944061914736,3.9644469206395474,2.136426901163645,1.0,8.45259277757596,2.043206288140436,1.996373642055021,8.234756023398411
ONB,4.78174056476501,1.9355983525889302,7.83360720245959,8.907158428059194,8.811953427568525,8.932679508226101,9.137713124182072,8.937281990204113,8.741149383102217,0.6201954359078294,8.349728745551257,8.74670563376402,8.36793144318326,9.033141142618161,8.45259277757596,1.0,9.018943352059974,8.99492105247506,0.9838622806987612
LSC,6.410531772082884,8.845459576890587,1.9077141700674611,0.9686948709809542,0.5002550715372529,0.5503988285899762,1.0223027356810857,0.5042055319519706,1.5510211323615024,8.997187371326348,2.3297849539463984,1.4449928759755482,1.9212406324991111,0.5603239940427871,2.043206288140436,9.018943352059974,1.0,0.4869411315115848,8.801106597882425
