,F1,F1v,F2,F3,F4,N3,N4,kDN,CM,R,D3,D. Over.,Borderline,N1,N2,ONB,LSC,Clust,IR
F1,1.0,0.7119503529709138,0.5331841777998447,0.6172186822988488,0.6146014319815392,0.5917013536849814,0.5784045705803973,0.5927836008928787,0.5722944113751721,0.6077997612551702,0.6217482682958029,0.6124431757955325,0.6340472040447545,0.589746874211763,0.6315119968849752,0.6301457152117655,0.5958699804639938,0.5908429485846504,0.6017648452192809
F1v,0.7119503529709138,1.0,0.6258714290519092,0.9670314892223938,0.9114613878430542,0.8994063770663947,0.9105812110033129,0.9100961741010875,0.9512742962946604,0.9154305797262187,0.9673937837588427,0.8010877814593278,0.9587023375839231,0.9235979164760167,0.7107693608144792,0.9455942591941999,0.919709822439918,0.9135367132853129,0.8766978614553123
F2,0.5331841777998447,0.6258714290519092,1.0,0.8021579138982785,0.9062909076053195,0.897397309098499,0.8326364537888316,0.8878576074410203,0.73548785722336,0.8934118318472881,0.6494217735584078,0.9313598155054642,0.7253411222117611,0.8617528801663719,0.8997082287945841,0.8535254081173257,0.8784276716871646,0.8776995527896927,0.9347321995400932
F3,0.6172186822988488,0.9670314892223938,0.8021579138982785,1.0,0.9812328378726557,0.9715603778208695,0.9583262880956401,0.9787943702048079,0.983763814217624,0.978733741407607,0.9634300634882189,0.8941516326162315,0.9721872022369085,0.9817668519324075,0.8095015778175029,0.9862898856345325,0.9805470898920613,0.9776041665272983,0.9620530062307813
F4,0.6146014319815392,0.9114613878430542,0.9062909076053195,0.9812328378726557,1.0,0.9909076780247538,0.9646442352598626,0.9925480390723542,0.9455833419756844,0.9969031586854069,0.9055699754747626,0.9506400452349058,0.9319044259307439,0.9878602466907686,0.8798710385391502,0.9905303604995003,0.9939348602524353,0.9895315583630182,0.9965109098990754
N3,0.5917013536849814,0.8994063770663947,0.897397309098499,0.9715603778208695,0.9909076780247538,1.0,0.9878766498709417,0.9992924811338589,0.9376237450472839,0.994073225758787,0.8747534452008723,0.9641700239122409,0.8991728373432482,0.9973488925796593,0.8936490693335338,0.9827448507361435,0.9953332696979713,0.9991504941200205,0.9902087962270153
N4,0.5784045705803973,0.9105812110033129,0.8326364537888316,0.9583262880956401,0.9646442352598626,0.9878766498709417,1.0,0.985757169653262,0.9187142664937301,0.9786877538552076,0.8540652682156713,0.953480277928708,0.8684667255878336,0.9913779382235257,0.8809904074053047,0.9737342071957609,0.9842880871832026,0.9908807292622233,0.9615378059783242
kDN,0.5927836008928787,0.9100961741010875,0.8878576074410203,0.9787943702048079,0.9925480390723542,0.9992924811338589,0.985757169653262,1.0,0.9501694933598868,0.994300685329819,0.8907653739090414,0.9555033347293316,0.9128696446175054,0.9984813772727521,0.8818581200078075,0.9844018674426906,0.9960531195995647,0.9994010550080029,0.9892087816589183
CM,0.5722944113751721,0.9512742962946604,0.73548785722336,0.983763814217624,0.9455833419756844,0.9376237450472839,0.9187142664937301,0.9501694933598868,1.0,0.9361877879199579,0.9705634525038322,0.8223266526385493,0.9719301874778691,0.953651613016829,0.7238266743718801,0.9408376896202523,0.9430954752467529,0.946656389496055,0.9178374989496884
R,0.6077997612551702,0.9154305797262187,0.8934118318472881,0.978733741407607,0.9969031586854069,0.994073225758787,0.9786877538552076,0.994300685329819,0.9361877879199579,1.0,0.8902990879953834,0.959357216907762,0.9145601140221603,0.9928094647293755,0.887090665866455,0.9945593249365273,0.9988314925921734,0.9939073668850991,0.9947889038066736
D3,0.6217482682958029,0.9673937837588427,0.6494217735584078,0.9634300634882189,0.9055699754747626,0.8747534452008723,0.8540652682156713,0.8907653739090414,0.9705634525038322,0.8902990879953834,1.0,0.7502292075914865,0.996073500537355,0.8954951698437524,0.6617373068507051,0.9189346666588483,0.8900883444382229,0.8862574380583847,0.8648407111987473
D. Over.,0.6124431757955325,0.8010877814593278,0.9313598155054642,0.8941516326162315,0.9506400452349058,0.9641700239122409,0.953480277928708,0.9555033347293316,0.8223266526385493,0.959357216907762,0.7502292075914865,1.0,0.7925053188343785,0.9491686680676507,0.9772150938075645,0.9417426083034938,0.9548648078282855,0.9567043279459712,0.9657656973618155
Borderline,0.6340472040447545,0.9587023375839231,0.7253411222117611,0.9721872022369085,0.9319044259307439,0.8991728373432482,0.8684667255878336,0.9128696446175054,0.9719301874778691,0.9145601140221603,0.996073500537355,0.7925053188343785,1.0,0.9129235860481669,0.7119141849919658,0.9365660333792296,0.911312054714697,0.9066784549125515,0.8984849612101466
N1,0.589746874211763,0.9235979164760167,0.8617528801663719,0.9817668519324075,0.9878602466907686,0.9973488925796593,0.9913779382235257,0.9984813772727521,0.953651613016829,0.9928094647293755,0.8954951698437524,0.9491686680676507,0.9129235860481669,1.0,0.8719807113560915,0.9860605046900538,0.9963753440953844,0.9994935589950801,0.982182801917435
N2,0.6315119968849752,0.7107693608144792,0.8997082287945841,0.8095015778175029,0.8798710385391502,0.8936490693335338,0.8809904074053047,0.8818581200078075,0.7238266743718801,0.887090665866455,0.6617373068507051,0.9772150938075645,0.7119141849919658,0.8719807113560915,1.0,0.8691713610131002,0.8784091795618412,0.882515518633229,0.8999099405044199
ONB,0.6301457152117655,0.9455942591941999,0.8535254081173257,0.9862898856345325,0.9905303604995003,0.9827448507361435,0.9737342071957609,0.9844018674426906,0.9408376896202523,0.9945593249365273,0.9189346666588483,0.9417426083034938,0.9365660333792296,0.9860605046900538,0.8691713610131002,1.0,0.9926348119231221,0.9851808892038,0.9819765696833146
LSC,0.5958699804639938,0.919709822439918,0.8784276716871646,0.9805470898920613,0.9939348602524353,0.9953332696979713,0.9842880871832026,0.9960531195995647,0.9430954752467529,0.9988314925921734,0.8900883444382229,0.9548648078282855,0.911312054714697,0.9963753440953844,0.8784091795618412,0.9926348119231221,1.0,0.9965075358962892,0.9907426043913402
Clust,0.5908429485846504,0.9135367132853129,0.8776995527896927,0.9776041665272983,0.9895315583630182,0.9991504941200205,0.9908807292622233,0.9994010550080029,0.946656389496055,0.9939073668850991,0.8862574380583847,0.9567043279459712,0.9066784549125515,0.9994935589950801,0.882515518633229,0.9851808892038,0.9965075358962892,1.0,0.986106421394753
IR,0.6017648452192809,0.8766978614553123,0.9347321995400932,0.9620530062307813,0.9965109098990754,0.9902087962270153,0.9615378059783242,0.9892087816589183,0.9178374989496884,0.9947889038066736,0.8648407111987473,0.9657656973618155,0.8984849612101466,0.982182801917435,0.8999099405044199,0.9819765696833146,0.9907426043913402,0.986106421394753,1.0
