,F1,F1v,F2,F3,F4,N3,N4,kDN,CM,R,D3,D. Over.,Borderline,N1,N2,ONB,LSC,Clust,IR
F1,1.0,0.42296861079500403,0.3060771817298678,0.5646640517139155,0.4831375177648107,0.545408118502835,0.7321957410372384,0.516029627195117,0.5662494542257104,0.5662494542257104,0.5662494542257103,0.48736585515193326,0.47762372524640007,0.548131171887784,0.13126418095727846,0.5143610612322044,0.6797660472057888,0.5106469355312949,2.6457513110645907
F1v,0.42296861079500403,1.0,0.2932384451051125,0.9140140292564716,0.47831579205624924,0.26336774438430677,0.32828289052584,0.24993012193760725,0.2703578518371574,0.2703578518371573,0.2703578518371574,0.24867817434264114,0.25143163412304165,0.28975804600477006,0.2965042297727906,0.33047887858299035,1.0669526359366917,0.3393138943180713,2.6457513110645907
F2,0.3060771817298678,0.2932384451051125,1.0,0.6511215149581249,0.26846173191478295,0.29249492401497534,0.5141515112569052,0.25874089032369263,0.31733243576584075,0.31733243576584086,0.3173324357658407,0.22489800440962576,0.2104390323206739,0.2883829348601983,0.21363149746647817,0.2511012767765889,0.8273613801738405,0.24807047842494862,2.6457513110645907
F3,0.5646640517139155,0.9140140292564716,0.6511215149581249,1.0,0.6502004129362072,0.9067872451863728,1.1526067140607623,0.8770896185177925,0.9310212880641238,0.931021288064124,0.9310212880641239,0.8429988529584821,0.8288521118090938,0.8904624850552997,0.6503059494421095,0.8181857733160173,0.21855445291814993,0.806968736710017,2.6457513110645903
F4,0.4831375177648107,0.47831579205624924,0.26846173191478295,0.6502004129362072,1.0,0.3170201949183973,0.5810012195321377,0.2988039897772462,0.33665956773411193,0.33665956773411204,0.3366595677341118,0.2740839609497679,0.26487538846170017,0.28961401050402796,0.4146525460883439,0.20553304762098398,0.8538307965617851,0.19173517603338547,2.6457513110645903
N3,0.545408118502835,0.26336774438430677,0.29249492401497534,0.9067872451863728,0.3170201949183973,1.0,0.26639967493157585,0.034022134731355035,0.02561543596550717,0.02561543596550726,0.025615435965507076,0.06835323321687267,0.08413648946557614,0.03370266510403302,0.4216813048490587,0.11291872010377293,1.0931494519234546,0.1266414367065545,2.6457513110645903
N4,0.7321957410372384,0.32828289052584,0.5141515112569052,1.1526067140607623,0.5810012195321377,0.26639967493157585,1.0,0.289691628185025,0.24631285251866208,0.24631285251866192,0.2463128525186622,0.32149757872482776,0.33483848202703764,0.29227082250007413,0.602207952363023,0.3762724155307952,1.3288788240505123,0.390048509489225,2.6457513110645903
kDN,0.516029627195117,0.24993012193760725,0.25874089032369263,0.8770896185177925,0.2988039897772462,0.034022134731355035,0.289691628185025,1.0,0.059175961130966466,0.05917596113096654,0.059175961130966376,0.03516352698738518,0.05097746836223992,0.043579277296376624,0.3931352798304006,0.1003331357512719,1.0628826671375673,0.11330894131822232,2.6457513110645907
CM,0.5662494542257104,0.2703578518371574,0.31733243576584075,0.9310212880641238,0.33665956773411193,0.02561543596550717,0.24631285251866208,0.059175961130966466,1.0,2.482534153247273e-16,4.775249788392736e-16,0.09381003718902713,0.10968993449413428,0.04997908938030059,0.4416141252197329,0.1320275321398204,1.1171554448116665,0.14571619697753505,2.6457513110645903
R,0.5662494542257104,0.2703578518371573,0.31733243576584086,0.931021288064124,0.33665956773411204,0.02561543596550726,0.24631285251866192,0.05917596113096654,2.482534153247273e-16,1.0,6.798699777552592e-16,0.09381003718902722,0.10968993449413436,0.0499790893803007,0.441614125219733,0.13202753213982057,1.1171554448116667,0.14571619697753518,2.6457513110645903
