,F1,F1v,F2,F3,F4,N3,N4,kDN,CM,R,D3,D. Over.,Borderline,N1,N2,ONB,LSC,Clust,IR
F1,1.0,1.0,0.9636241116594316,0.9636241116594316,0.9063269671749657,0.9636241116594316,0.9063269671749657,0.9636241116594316,0.9636241116594316,0.9636241116594316,0.9636241116594316,0.9636241116594316,0.9636241116594316,0.9063269671749657,1.0,0.9063269671749657,1.0,0.9063269671749657,
F1v,1.0,1.0,0.9636241116594316,0.9636241116594316,0.9063269671749657,0.9636241116594316,0.9063269671749657,0.9636241116594316,0.9636241116594316,0.9636241116594316,0.9636241116594316,0.9636241116594316,0.9636241116594316,0.9063269671749657,1.0,0.9063269671749657,1.0,0.9063269671749657,
F2,0.9636241116594316,0.9636241116594316,1.0,1.0,0.9405399431259602,1.0,0.9405399431259602,1.0,1.0,1.0,1.0,1.0,1.0,0.9405399431259602,0.9636241116594317,0.9405399431259602,0.9636241116594317,0.9405399431259602,
F3,0.9636241116594316,0.9636241116594316,1.0,1.0,0.9405399431259602,1.0,0.9405399431259602,1.0,1.0,1.0,1.0,1.0,1.0,0.9405399431259602,0.9636241116594317,0.9405399431259602,0.9636241116594317,0.9405399431259602,
F4,0.9063269671749657,0.9063269671749657,0.9405399431259602,0.9405399431259602,1.0,0.9405399431259602,0.9999999999999999,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9999999999999999,0.9063269671749657,0.9999999999999999,0.9063269671749657,0.9999999999999999,
N3,0.9636241116594316,0.9636241116594316,1.0,1.0,0.9405399431259602,1.0,0.9405399431259602,1.0,1.0,1.0,1.0,1.0,1.0,0.9405399431259602,0.9636241116594317,0.9405399431259602,0.9636241116594317,0.9405399431259602,
N4,0.9063269671749657,0.9063269671749657,0.9405399431259602,0.9405399431259602,0.9999999999999999,0.9405399431259602,1.0,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9999999999999999,0.9063269671749657,0.9999999999999999,0.9063269671749657,0.9999999999999999,
kDN,0.9636241116594316,0.9636241116594316,1.0,1.0,0.9405399431259602,1.0,0.9405399431259602,1.0,1.0,1.0,1.0,1.0,1.0,0.9405399431259602,0.9636241116594317,0.9405399431259602,0.9636241116594317,0.9405399431259602,
CM,0.9636241116594316,0.9636241116594316,1.0,1.0,0.9405399431259602,1.0,0.9405399431259602,1.0,1.0,1.0,1.0,1.0,1.0,0.9405399431259602,0.9636241116594317,0.9405399431259602,0.9636241116594317,0.9405399431259602,
R,0.9636241116594316,0.9636241116594316,1.0,1.0,0.9405399431259602,1.0,0.9405399431259602,1.0,1.0,1.0,1.0,1.0,1.0,0.9405399431259602,0.9636241116594317,0.9405399431259602,0.9636241116594317,0.9405399431259602,
D3,0.9636241116594316,0.9636241116594316,1.0,1.0,0.9405399431259602,1.0,0.9405399431259602,1.0,1.0,1.0,1.0,1.0,1.0,0.9405399431259602,0.9636241116594317,0.9405399431259602,0.9636241116594317,0.9405399431259602,
D. Over.,0.9636241116594316,0.9636241116594316,1.0,1.0,0.9405399431259602,1.0,0.9405399431259602,1.0,1.0,1.0,1.0,1.0,1.0,0.9405399431259602,0.9636241116594317,0.9405399431259602,0.9636241116594317,0.9405399431259602,
Borderline,0.9636241116594316,0.9636241116594316,1.0,1.0,0.9405399431259602,1.0,0.9405399431259602,1.0,1.0,1.0,1.0,1.0,1.0,0.9405399431259602,0.9636241116594317,0.9405399431259602,0.9636241116594317,0.9405399431259602,
N1,0.9063269671749657,0.9063269671749657,0.9405399431259602,0.9405399431259602,0.9999999999999999,0.9405399431259602,0.9999999999999999,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9405399431259602,1.0,0.9063269671749657,0.9999999999999999,0.9063269671749657,0.9999999999999999,
N2,1.0,1.0,0.9636241116594317,0.9636241116594317,0.9063269671749657,0.9636241116594317,0.9063269671749657,0.9636241116594317,0.9636241116594317,0.9636241116594317,0.9636241116594317,0.9636241116594317,0.9636241116594317,0.9063269671749657,1.0,0.9063269671749657,1.0,0.9063269671749657,
ONB,0.9063269671749657,0.9063269671749657,0.9405399431259602,0.9405399431259602,0.9999999999999999,0.9405399431259602,0.9999999999999999,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9999999999999999,0.9063269671749657,1.0,0.9063269671749657,0.9999999999999999,
LSC,1.0,1.0,0.9636241116594317,0.9636241116594317,0.9063269671749657,0.9636241116594317,0.9063269671749657,0.9636241116594317,0.9636241116594317,0.9636241116594317,0.9636241116594317,0.9636241116594317,0.9636241116594317,0.9063269671749657,1.0,0.9063269671749657,1.0,0.9063269671749657,
Clust,0.9063269671749657,0.9063269671749657,0.9405399431259602,0.9405399431259602,0.9999999999999999,0.9405399431259602,0.9999999999999999,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9405399431259602,0.9999999999999999,0.9063269671749657,0.9999999999999999,0.9063269671749657,1.0,
IR,,,,,,,,,,,,,,,,,,,1.0
