,F1,F1v,F2,F3,F4,N3,N4,kDN,CM,R,D3,D. Over.,Borderline,N1,N2,ONB,LSC,Clust,IR
F1,1.0,1.0,1.0,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,0.9759000729485332,0.9759000729485332,1.0,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,
F1v,1.0,1.0,1.0,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,0.9759000729485332,0.9759000729485332,1.0,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,
F2,1.0,1.0,1.0,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,0.9759000729485332,0.9759000729485332,1.0,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,
F3,1.0,1.0,1.0,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,0.9759000729485332,0.9759000729485332,1.0,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,
F4,0.9759000729485332,0.9759000729485332,0.9759000729485332,0.9759000729485332,1.0,0.9759000729485333,1.0,0.9759000729485333,0.95,0.95,0.95,0.9759000729485333,0.9759000729485333,1.0,0.9759000729485333,1.0,0.9759000729485333,1.0,
N3,1.0,1.0,1.0,1.0,0.9759000729485333,1.0,0.9759000729485332,1.0,0.9759000729485332,0.9759000729485332,0.9759000729485332,1.0,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,
N4,0.9759000729485332,0.9759000729485332,0.9759000729485332,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485333,0.95,0.95,0.95,0.9759000729485333,0.9759000729485333,1.0,0.9759000729485333,1.0,0.9759000729485333,1.0,
kDN,1.0,1.0,1.0,1.0,0.9759000729485333,1.0,0.9759000729485333,1.0,0.9759000729485332,0.9759000729485332,0.9759000729485332,1.0,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,
CM,0.9759000729485332,0.9759000729485332,0.9759000729485332,0.9759000729485332,0.95,0.9759000729485332,0.95,0.9759000729485332,1.0,1.0,1.0,0.9759000729485333,0.9759000729485333,0.95,0.9759000729485333,0.95,0.9759000729485333,0.95,
R,0.9759000729485332,0.9759000729485332,0.9759000729485332,0.9759000729485332,0.95,0.9759000729485332,0.95,0.9759000729485332,1.0,1.0,1.0,0.9759000729485333,0.9759000729485333,0.95,0.9759000729485333,0.95,0.9759000729485333,0.95,
D3,0.9759000729485332,0.9759000729485332,0.9759000729485332,0.9759000729485332,0.95,0.9759000729485332,0.95,0.9759000729485332,1.0,1.0,1.0,0.9759000729485333,0.9759000729485333,0.95,0.9759000729485333,0.95,0.9759000729485333,0.95,
D. Over.,1.0,1.0,1.0,1.0,0.9759000729485333,1.0,0.9759000729485333,1.0,0.9759000729485333,0.9759000729485333,0.9759000729485333,1.0,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,
Borderline,1.0,1.0,1.0,1.0,0.9759000729485333,1.0,0.9759000729485333,1.0,0.9759000729485333,0.9759000729485333,0.9759000729485333,1.0,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,
N1,0.9759000729485332,0.9759000729485332,0.9759000729485332,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,0.95,0.95,0.95,0.9759000729485332,0.9759000729485332,1.0,0.9759000729485333,1.0,0.9759000729485333,1.0,
N2,1.0,1.0,1.0,1.0,0.9759000729485333,1.0,0.9759000729485333,1.0,0.9759000729485333,0.9759000729485333,0.9759000729485333,1.0,1.0,0.9759000729485333,1.0,0.9759000729485332,1.0,0.9759000729485332,
ONB,0.9759000729485332,0.9759000729485332,0.9759000729485332,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,0.95,0.95,0.95,0.9759000729485332,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485333,1.0,
LSC,1.0,1.0,1.0,1.0,0.9759000729485333,1.0,0.9759000729485333,1.0,0.9759000729485333,0.9759000729485333,0.9759000729485333,1.0,1.0,0.9759000729485333,1.0,0.9759000729485333,1.0,0.9759000729485332,
Clust,0.9759000729485332,0.9759000729485332,0.9759000729485332,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,0.95,0.95,0.95,0.9759000729485332,0.9759000729485332,1.0,0.9759000729485332,1.0,0.9759000729485332,1.0,
IR,,,,,,,,,,,,,,,,,,,1.0
