,F1,F1v,F2,F3,F4,N3,N4,kDN,CM,R,D3,D. Over.,Borderline,N1,N2,ONB,LSC,Clust,IR
F1,1.0,0.28333333333333366,0.5095238095238097,0.46190476190476226,0.31904761904761947,0.0,0.21190476190476226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333337,0.0,0.0
F1v,0.28333333333333366,1.0,0.4047619047619049,0.1785714285714286,0.047619047619047894,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.5095238095238097,0.4047619047619049,1.0,0.36904761904761907,0.2547619047619052,0.0,0.06666666666666687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714679,0.0,0.0
F3,0.46190476190476226,0.1785714285714286,0.36904761904761907,1.0,0.485714285714286,0.009523809523809712,0.43333333333333335,0.0023809523809523725,0.009523809523809712,0.009523809523809712,0.009523809523809712,0.05476190476190501,0.009523809523809712,0.03809523809523818,0.05476190476190501,0.03809523809523818,0.0833333333333337,0.03809523809523818,0.0
F4,0.31904761904761947,0.047619047619047894,0.2547619047619052,0.485714285714286,1.0,0.050000000000000044,0.3500000000000001,0.11428571428571432,0.057142857142857384,0.057142857142857384,0.057142857142857384,0.09523809523809557,0.057142857142857384,0.16190476190476177,0.1261904761904762,0.16190476190476177,0.0833333333333337,0.16190476190476177,0.0
N3,0.0,0.0,0.0,0.009523809523809712,0.050000000000000044,1.0,0.0,0.35714285714285743,0.4928571428571431,0.4928571428571431,0.4928571428571431,0.32857142857142874,0.44523809523809565,0.4452380952380953,0.28095238095238106,0.36190476190476195,0.04761904761904767,0.36190476190476195,0.0
N4,0.21190476190476226,2.220446049250313e-16,0.06666666666666687,0.43333333333333335,0.3500000000000001,0.0,1.0,0.0071428571428571175,0.0,0.0,0.0,0.03571428571428581,0.030952380952381287,0.07380952380952399,0.0642857142857145,0.10238095238095246,0.338095238095238,0.10238095238095246,0.0
kDN,0.0,0.0,0.0,0.0023809523809523725,0.11428571428571432,0.35714285714285743,0.0071428571428571175,1.0,0.35714285714285743,0.35714285714285743,0.35714285714285743,0.41666666666666674,0.4642857142857142,0.39285714285714324,0.4404761904761907,0.4214285714285717,0.05476190476190501,0.4214285714285717,0.0
CM,0.0,0.0,0.0,0.009523809523809712,0.057142857142857384,0.4928571428571431,0.0,0.35714285714285743,1.0,0.5809523809523812,0.5809523809523812,0.32857142857142874,0.46428571428571463,0.4214285714285717,0.4047619047619049,0.4023809523809525,0.05476190476190501,0.4023809523809525,0.0
R,0.0,0.0,0.0,0.009523809523809712,0.057142857142857384,0.4928571428571431,0.0,0.35714285714285743,0.5809523809523812,1.0,0.5809523809523812,0.32857142857142874,0.46428571428571463,0.4214285714285717,0.4047619047619049,0.4023809523809525,0.05476190476190501,0.4023809523809525,0.0
D3,0.0,0.0,0.0,0.009523809523809712,0.057142857142857384,0.4928571428571431,0.0,0.35714285714285743,0.5809523809523812,0.5809523809523812,1.0,0.32857142857142874,0.46428571428571463,0.4214285714285717,0.4047619047619049,0.4023809523809525,0.05476190476190501,0.4023809523809525,0.0
D. Over.,0.0,0.0,0.0,0.05476190476190501,0.09523809523809557,0.32857142857142874,0.03571428571428581,0.41666666666666674,0.32857142857142874,0.32857142857142874,0.32857142857142874,1.0,0.32857142857142874,0.38095238095238093,0.5452380952380953,0.33333333333333326,0.1261904761904764,0.33333333333333326,0.0
Borderline,0.0,0.0,0.0,0.009523809523809712,0.057142857142857384,0.44523809523809565,0.030952380952381287,0.4642857142857142,0.46428571428571463,0.46428571428571463,0.46428571428571463,0.32857142857142874,1.0,0.4166666666666665,0.35238095238095246,0.3809523809523807,0.0904761904761906,0.38095238095238093,0.0
N1,0.0,0.0,0.0,0.03809523809523818,0.16190476190476177,0.4452380952380953,0.07380952380952399,0.39285714285714324,0.4214285714285717,0.4214285714285717,0.4214285714285717,0.38095238095238093,0.4166666666666665,1.0,0.3928571428571428,0.40238095238095273,0.10238095238095246,0.3857142857142859,0.0
N2,0.0,0.0,0.0,0.05476190476190501,0.1261904761904762,0.28095238095238106,0.0642857142857145,0.4404761904761907,0.4047619047619049,0.4047619047619049,0.4047619047619049,0.5452380952380953,0.35238095238095246,0.3928571428571428,1.0,0.3571428571428572,0.1261904761904764,0.3857142857142859,0.0
ONB,0.0,0.0,0.0,0.03809523809523818,0.16190476190476177,0.36190476190476195,0.10238095238095246,0.4214285714285717,0.4023809523809525,0.4023809523809525,0.4023809523809525,0.33333333333333326,0.3809523809523807,0.40238095238095273,0.3571428571428572,1.0,0.10238095238095246,0.6166666666666667,0.0
LSC,0.0833333333333337,0.0,0.014285714285714679,0.0833333333333337,0.0833333333333337,0.04761904761904767,0.338095238095238,0.05476190476190501,0.05476190476190501,0.05476190476190501,0.05476190476190501,0.1261904761904764,0.0904761904761906,0.10238095238095246,0.1261904761904764,0.10238095238095246,1.0,0.13095238095238093,0.0
Clust,0.0,0.0,0.0,0.03809523809523818,0.16190476190476177,0.36190476190476195,0.10238095238095246,0.4214285714285717,0.4023809523809525,0.4023809523809525,0.4023809523809525,0.33333333333333326,0.38095238095238093,0.3857142857142859,0.3857142857142859,0.6166666666666667,0.13095238095238093,1.0,0.0
IR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
