,F1,F1v,F2,F3,F4,N3,N4,kDN,CM,R,D3,D. Over.,Borderline,N1,N2,ONB,LSC,Clust,IR
F1,1.0,-0.4285714285714286,0.7142857142857143,0.5238095238095238,-0.39036002917941326,-0.39036002917941326,-0.39036002917941326,-0.39036002917941326,-0.45056355688958294,-0.45056355688958294,-0.45056355688958294,-0.39036002917941326,-0.39036002917941326,-0.39036002917941326,-0.4285714285714286,-0.4285714285714286,-0.4285714285714286,-0.4285714285714286,
F1v,-0.4285714285714286,1.0,-0.7142857142857143,-0.7142857142857143,0.9759000729485332,0.9759000729485332,0.9759000729485332,0.9759000729485332,0.9511897312113419,0.9511897312113419,0.9511897312113419,0.9759000729485332,0.9759000729485332,0.9759000729485332,1.0,1.0,1.0,1.0,
F2,0.7142857142857143,-0.7142857142857143,1.0,0.8095238095238096,-0.6831300510639733,-0.6831300510639733,-0.6831300510639733,-0.6831300510639733,-0.6508140266182865,-0.6508140266182865,-0.6508140266182865,-0.6831300510639733,-0.6831300510639733,-0.6831300510639733,-0.7142857142857143,-0.7142857142857143,-0.7142857142857143,-0.7142857142857143,
F3,0.5238095238095238,-0.7142857142857143,0.8095238095238096,1.0,-0.6831300510639733,-0.6831300510639733,-0.6831300510639733,-0.6831300510639733,-0.6508140266182865,-0.6508140266182865,-0.6508140266182865,-0.6831300510639733,-0.6831300510639733,-0.6831300510639733,-0.7142857142857143,-0.7142857142857143,-0.7142857142857143,-0.7142857142857143,
F4,-0.39036002917941326,0.9759000729485332,-0.6831300510639733,-0.6831300510639733,1.0,1.0,1.0,1.0,0.9746794344808963,0.9746794344808963,0.9746794344808963,1.0,1.0,1.0,0.9759000729485333,0.9759000729485333,0.9759000729485333,0.9759000729485333,
N3,-0.39036002917941326,0.9759000729485332,-0.6831300510639733,-0.6831300510639733,1.0,1.0,1.0,1.0,0.9746794344808963,0.9746794344808963,0.9746794344808963,1.0,1.0,1.0,0.9759000729485333,0.9759000729485333,0.9759000729485333,0.9759000729485333,
N4,-0.39036002917941326,0.9759000729485332,-0.6831300510639733,-0.6831300510639733,1.0,1.0,1.0,1.0,0.9746794344808963,0.9746794344808963,0.9746794344808963,1.0,1.0,1.0,0.9759000729485333,0.9759000729485333,0.9759000729485333,0.9759000729485333,
kDN,-0.39036002917941326,0.9759000729485332,-0.6831300510639733,-0.6831300510639733,1.0,1.0,1.0,1.0,0.9746794344808963,0.9746794344808963,0.9746794344808963,1.0,1.0,1.0,0.9759000729485333,0.9759000729485333,0.9759000729485333,0.9759000729485333,
CM,-0.45056355688958294,0.9511897312113419,-0.6508140266182865,-0.6508140266182865,0.9746794344808963,0.9746794344808963,0.9746794344808963,0.9746794344808963,1.0,0.9999999999999998,0.9999999999999998,0.9746794344808962,0.9746794344808962,0.9746794344808962,0.9511897312113418,0.9511897312113418,0.9511897312113418,0.9511897312113418,
R,-0.45056355688958294,0.9511897312113419,-0.6508140266182865,-0.6508140266182865,0.9746794344808963,0.9746794344808963,0.9746794344808963,0.9746794344808963,0.9999999999999998,1.0,0.9999999999999998,0.9746794344808962,0.9746794344808962,0.9746794344808962,0.9511897312113418,0.9511897312113418,0.9511897312113418,0.9511897312113418,
D3,-0.45056355688958294,0.9511897312113419,-0.6508140266182865,-0.6508140266182865,0.9746794344808963,0.9746794344808963,0.9746794344808963,0.9746794344808963,0.9999999999999998,0.9999999999999998,1.0,0.9746794344808962,0.9746794344808962,0.9746794344808962,0.9511897312113418,0.9511897312113418,0.9511897312113418,0.9511897312113418,
D. Over.,-0.39036002917941326,0.9759000729485332,-0.6831300510639733,-0.6831300510639733,1.0,1.0,1.0,1.0,0.9746794344808962,0.9746794344808962,0.9746794344808962,1.0,1.0,1.0,0.9759000729485333,0.9759000729485333,0.9759000729485333,0.9759000729485333,
Borderline,-0.39036002917941326,0.9759000729485332,-0.6831300510639733,-0.6831300510639733,1.0,1.0,1.0,1.0,0.9746794344808962,0.9746794344808962,0.9746794344808962,1.0,1.0,1.0,0.9759000729485333,0.9759000729485333,0.9759000729485333,0.9759000729485333,
N1,-0.39036002917941326,0.9759000729485332,-0.6831300510639733,-0.6831300510639733,1.0,1.0,1.0,1.0,0.9746794344808962,0.9746794344808962,0.9746794344808962,1.0,1.0,1.0,0.9759000729485333,0.9759000729485333,0.9759000729485333,0.9759000729485333,
N2,-0.4285714285714286,1.0,-0.7142857142857143,-0.7142857142857143,0.9759000729485333,0.9759000729485333,0.9759000729485333,0.9759000729485333,0.9511897312113418,0.9511897312113418,0.9511897312113418,0.9759000729485333,0.9759000729485333,0.9759000729485333,1.0,1.0,1.0,1.0,
ONB,-0.4285714285714286,1.0,-0.7142857142857143,-0.7142857142857143,0.9759000729485333,0.9759000729485333,0.9759000729485333,0.9759000729485333,0.9511897312113418,0.9511897312113418,0.9511897312113418,0.9759000729485333,0.9759000729485333,0.9759000729485333,1.0,1.0,1.0,1.0,
LSC,-0.4285714285714286,1.0,-0.7142857142857143,-0.7142857142857143,0.9759000729485333,0.9759000729485333,0.9759000729485333,0.9759000729485333,0.9511897312113418,0.9511897312113418,0.9511897312113418,0.9759000729485333,0.9759000729485333,0.9759000729485333,1.0,1.0,1.0,1.0,
Clust,-0.4285714285714286,1.0,-0.7142857142857143,-0.7142857142857143,0.9759000729485333,0.9759000729485333,0.9759000729485333,0.9759000729485333,0.9511897312113418,0.9511897312113418,0.9511897312113418,0.9759000729485333,0.9759000729485333,0.9759000729485333,1.0,1.0,1.0,1.0,
IR,,,,,,,,,,,,,,,,,,,1.0
